Lum,BP-RP,Teff
0.575,1.2643,5081.0
4.803,0.8222,5804.67
0.13,1.751,4460.0
0.193,1.4658,4394.95
1.365,1.053,5103.75
0.58,1.2791,5006.79
0.909,1.1995,4890.0
0.31,1.3695,4710.37
0.079,1.816,4229.94
0.088,1.9139,3827.67
2.623,1.0037,5339.0
3.833,1.5207,4368.0
3.193,1.055,5075.71
1.106,1.0611,5058.06
0.108,1.6738,4206.4
1.079,1.1033,5010.25
1.586,1.1648,4904.67
0.228,1.5758,4227.42
0.094,2.0532,3770.26
1.37,0.9772,5332.0
0.756,1.0701,5058.95
0.402,1.28,4834.0
0.155,1.561,4340.76
0.43,1.253,4861.77
8.442,0.5331,7090.0
0.935,1.0272,5173.08
1.816,0.9455,5270.0
0.89,0.9693,5254.5
0.119,1.8076,3937.7
0.18,1.2561,4886.37
1.356,1.1883,4886.0
1.076,0.8632,5838.0
0.139,1.6327,4418.38
0.093,2.2658,3674.59
0.262,1.3827,4847.44
1.342,1.0648,5058.95
0.961,1.0637,5193.87
2.351,1.283,5029.0
1.864,0.7185,6048.8
0.178,1.5953,4403.0
35.938,1.2727,4944.8
0.667,1.0519,5664.24
166.577,1.593,4244.06
0.22,1.2887,4987.67
1.538,1.1088,4988.75
13.09,1.301,5067.98
17.542,1.3156,4737.51
0.249,1.5329,4341.0
0.549,1.1426,4961.0
2.034,1.0491,5139.75
0.104,1.6288,4382.0
1.473,1.185,4858.5
1.912,0.9358,5303.3
0.202,1.5408,4323.44
0.226,1.702,4072.95
0.487,1.0699,5110.98
0.282,1.4376,4436.0
0.741,1.1485,4965.0
0.063,2.2644,3655.25
0.27,1.306,4932.68
0.127,1.6438,4115.81
1.583,1.0414,5141.72
1.91,1.3076,4995.5
1.757,0.6957,6414.9
1.198,1.0386,5104.72
0.796,1.0814,5027.73
1.219,1.027,5312.0
2.686,1.0006,5325.31
1.209,1.0241,5300.07
0.36,1.3876,4897.5
0.651,1.1395,4932.35
1.027,1.1612,4920.33
0.452,1.2742,4884.89
0.051,2.2765,3834.08
0.934,1.0492,6327.3
0.071,1.958,3868.74
0.299,1.4493,4447.6
0.311,1.3506,4920.67
0.281,1.2922,4966.57
0.39,1.296,4927.3
2.246,0.9305,5363.5
0.133,1.7324,4190.15
2.223,1.0825,5051.68
13.534,1.3752,4680.63
0.528,1.4614,4443.0
0.053,2.2215,3574.0
0.1,2.0525,3994.13
0.221,1.5275,4390.32
1.105,0.9499,5302.25
0.165,1.4633,4395.93
0.645,1.1089,4992.0
0.5,1.1327,4941.73
0.046,2.4656,3349.5
0.267,1.3418,4878.85
0.289,1.2978,4985.75
0.156,1.3165,4761.58
0.522,1.1367,4925.33
9.344,1.3679,4708.21
0.1,1.6055,4239.81
0.042,2.1853,3601.33
0.714,1.2373,4926.0
0.872,1.0862,5015.93
3.891,0.8295,5777.0
1.076,0.9936,5181.32
6.912,1.2297,5013.91
5.05,1.2337,4877.46
0.196,1.4997,4346.0
1.15,1.0672,5041.0
0.513,1.126,4981.94
1.102,1.0004,5328.5
4.25,1.4432,4447.33
0.294,1.436,4510.26
8.46,0.4269,7103.5
0.238,1.5499,4291.24
0.261,1.3793,4698.24
102.377,1.5529,4445.93
1.745,0.9713,5345.0
0.168,1.4414,4634.0
0.456,1.2752,4929.0
0.291,1.272,5100.25
0.251,1.4385,4571.38
0.127,1.4289,4668.0
1.246,0.9747,5338.0
0.117,1.5307,4406.0
0.089,2.1436,3599.75
0.102,1.5862,4260.0
0.376,1.3053,4898.0
0.25,1.273,5114.75
0.426,1.2252,4901.0
0.142,1.5359,4292.0
0.235,1.3322,5013.33
0.077,2.2632,3796.82
1.883,1.0111,5313.11
0.59,1.1092,4883.0
0.755,1.135,4926.23
0.141,2.1895,4019.6
0.179,1.5454,4608.44
1.107,0.9957,5426.81
1.408,1.1801,4905.0
0.36,1.4028,4614.44
0.737,1.3258,5081.33
0.061,1.9553,3924.66
0.16,1.5877,4390.17
0.509,1.0561,5019.05
0.147,1.8079,3925.0
1.474,1.0454,5048.59
0.156,1.9638,3827.26
0.624,1.2462,5180.45
0.977,1.1195,4919.17
11.447,0.63,6319.75
0.193,1.5014,4352.0
0.599,1.0878,5039.88
1.311,0.9912,5186.73
0.169,1.341,5074.4
0.108,1.8204,3927.5
1.409,1.2953,4896.4
0.476,1.2352,4970.0
0.403,1.3889,4582.17
1.053,1.2315,4888.75
0.343,1.2311,4842.0
0.427,1.1693,4971.75
0.226,1.48,4411.0
0.384,1.1067,5004.25
1.458,1.2957,4846.92
0.148,1.7049,4168.0
0.247,1.2792,5078.0
2.264,1.3272,4756.08
0.137,1.6007,4260.26
1.077,1.0648,5051.38
1.036,1.1043,4925.44
0.901,1.2146,4874.75
0.069,2.0346,3696.67
0.389,1.4529,4409.0
0.123,1.4505,4673.49
0.999,1.0186,5344.72
0.41,1.5512,4317.96
0.103,1.8326,3906.33
0.145,1.5032,4371.37
1.27,1.0342,5234.42
0.767,1.1295,4961.0
1.137,1.1539,4911.21
0.676,1.2305,4945.25
0.377,1.2827,5029.0
0.099,1.8254,4108.6
0.242,1.4269,4417.0
0.131,2.1841,3749.78
0.375,1.2294,4905.26
1.179,1.13,4961.0
0.106,1.7628,4142.0
0.103,1.8004,4145.37
0.059,1.9096,3844.33
1.811,1.2316,4893.0
1.029,1.3274,4838.71
1.031,1.3069,4939.5
0.203,1.5279,4405.6
1.671,1.1007,5143.45
0.22,1.3148,4869.0
0.193,1.272,4811.57
0.25,1.4729,4473.0
0.077,2.057,3730.76
1.062,1.166,4962.48
0.252,1.4259,4871.02
0.707,0.8981,5560.11
0.544,1.4065,4712.17
2.372,0.7193,6109.75
3.875,1.466,4433.75
1.093,1.2625,4882.83
0.408,1.2754,5031.75
0.721,1.0828,5031.88
0.234,1.6177,4468.55
37.709,1.6253,4186.3
0.382,1.6019,4221.32
3.152,0.6855,6084.62
2.378,1.0255,5199.18
2.162,1.0973,5035.07
0.913,1.2707,4851.64
2.245,1.2207,4890.25
0.612,1.1248,4980.67
0.339,1.2285,4885.0
0.446,1.4149,4687.74
0.732,1.1652,4885.47
0.842,1.0833,5061.0
1.113,1.1161,5012.0
0.16,1.8843,3858.0
0.14,1.667,4276.0
2.153,1.1724,4914.5
3.221,1.2105,4898.0
0.336,1.638,4468.05
3.085,1.1571,4890.9
0.307,1.4703,4413.0
0.253,1.4291,4584.01
0.271,1.4344,4430.31
1.172,1.0437,5126.5
1.273,1.1814,4891.82
1.622,1.1254,5039.62
0.361,1.2652,4864.42
0.361,1.2262,4862.25
0.061,1.9916,4021.33
4.676,0.779,5867.0
0.569,1.2851,4834.21
59.645,1.441,4624.09
0.709,1.2038,4933.0
1.429,1.1863,4913.33
0.438,1.2539,4852.0
0.07,2.3684,3424.25
0.196,1.6408,4224.0
0.125,1.7475,4127.73
1.433,1.2133,4893.75
1.249,0.8744,5578.25
0.462,1.2169,4856.0
0.048,2.2658,3679.12
0.383,1.4788,4474.92
0.095,1.9104,3826.0
0.978,1.3232,4844.56
0.138,1.9105,3861.14
1.027,1.2423,4859.65
46.962,1.6053,4275.0
1.814,1.231,4901.0
0.568,1.3953,4684.48
10.459,1.4514,4448.0
2.112,0.915,5438.5
2.077,1.1455,4899.5
1.811,0.799,5867.0
0.155,1.6068,4231.42
0.195,1.4585,4452.17
0.271,1.3429,4731.36
0.057,2.3568,3458.46
0.571,1.1543,4938.67
0.124,1.6847,4235.67
0.81,1.218,4867.0
0.252,1.4667,4377.6
0.066,2.0002,3726.0
1.776,1.1646,4941.25
0.291,1.4144,4451.31
0.086,1.6198,4347.0
0.786,1.2516,4837.86
0.593,1.1124,4950.65
0.972,0.9318,5192.7
0.792,1.022,5342.59
0.691,1.1151,4964.0
0.513,1.2494,4843.32
1.028,1.1454,4941.42
1.364,1.0702,5049.79
2.538,0.9988,5337.75
0.353,1.2534,4887.0
0.794,1.0833,5064.67
0.521,1.235,4991.98
0.573,1.3925,4843.18
9.901,1.5054,4380.33
0.181,1.5487,4596.62
0.65,1.2353,4908.04
0.14,1.51,4500.26
0.105,1.735,4322.88
0.859,1.1465,5031.33
0.123,1.8658,4037.8
0.158,1.597,4204.51
58.502,1.4388,4652.66
1.165,1.0533,5093.0
2.294,0.8373,5737.0
0.197,1.5324,4209.0
1.199,1.2174,4889.0
0.192,1.3602,4964.02
0.315,1.2441,4871.0
1.148,1.0677,5111.9
0.17,1.4296,4510.51
1.013,1.2823,4899.14
0.572,1.1268,4991.96
0.644,1.4484,4428.37
0.255,1.4306,4653.33
0.105,1.8476,4100.14
1.268,1.1713,4909.0
1.283,1.0791,5033.49
0.155,1.3812,4977.36
0.826,1.1454,4856.09
0.132,1.6079,4393.0
4.913,0.8961,5587.19
0.351,1.1533,4844.7
3.723,0.5777,6656.1
0.34,1.2651,5047.0
0.16,1.8873,3928.0
0.996,1.0827,5043.0
0.721,1.1859,4910.0
0.195,1.5321,4348.0
3.279,1.3199,4961.5
0.561,1.4197,4651.82
2.363,1.2999,4857.58
0.133,1.9544,3946.66
2.539,1.3941,4790.93
0.615,1.3485,4813.17
0.414,1.3235,4908.02
0.147,1.6519,4084.8
0.142,1.7133,4195.21
0.278,1.55,4326.5
0.177,1.4463,4411.0
0.141,1.574,4401.0
0.31,1.3393,4679.98
1.219,0.9673,5359.0
1.744,0.9993,5332.0
0.829,0.9305,5410.33
0.207,1.3486,4957.63
2.321,0.9163,5379.0
0.22,1.4102,4460.57
1.071,1.23,4915.71
0.503,1.0922,5029.67
0.375,1.6156,4252.67
0.952,1.1734,4911.33
0.182,1.4522,4417.59
0.147,1.6174,4195.15
0.691,1.2163,4886.0
0.055,2.4186,3826.83
60.805,1.6549,4082.61
0.131,1.7105,4218.33
0.428,1.5065,4473.67
0.856,1.1945,4915.0
0.93,1.2888,4900.39
0.293,1.2302,4933.84
0.289,1.8458,3951.5
0.257,1.5154,4390.23
0.454,1.1077,5060.85
0.635,0.9749,5353.48
0.34,1.3876,4888.25
1.032,0.8456,5555.87
0.31,1.1707,4944.25
1.926,0.7614,5928.0
2.124,1.0013,5208.96
0.713,1.2587,4871.0
0.232,1.4678,4443.59
0.314,1.3299,5027.0
0.163,1.6127,4250.75
0.222,1.321,4976.67
0.722,1.1938,4889.33
0.671,1.3765,4859.0
0.259,1.1356,4974.16
0.119,1.4592,4396.33
0.292,1.2782,5017.42
0.814,1.2677,5048.5
0.483,1.2413,4874.0
1.197,1.1277,5113.37
2.684,1.154,4895.7
0.442,1.1914,4974.34
0.212,1.4182,4443.0
2.935,1.2369,4899.69
1.767,1.0749,5061.54
0.742,1.0144,5306.33
0.881,1.3843,4760.46
0.228,1.3133,4931.59
0.515,1.435,4509.81
0.121,2.3003,3498.0
0.953,1.0525,5581.72
0.439,1.3727,5006.0
0.085,1.9737,3774.5
0.909,1.163,4952.33
1.337,1.1239,4964.08
0.177,1.4933,4435.67
3.752,0.9406,5434.0
0.319,1.3218,4895.21
3.882,0.9909,5343.67
0.106,1.8628,3896.67
2.916,1.541,4276.79
0.105,2.0282,3754.5
0.119,1.6878,4228.73
1.258,0.9805,5332.0
0.212,1.3991,4711.93
2.482,0.9636,5511.04
0.551,1.1264,5018.01
0.095,1.835,4268.56
0.251,1.2883,4878.33
19.697,1.6289,4226.16
1.034,0.8924,5503.0
1.277,1.1193,4948.5
0.075,1.8008,3990.99
0.104,1.7855,3960.5
0.422,1.3091,4853.77
0.639,1.1013,4947.36
0.147,1.6577,4313.05
0.106,1.8828,3846.0
0.626,1.098,4967.18
0.36,1.2659,5037.0
0.201,1.7389,4104.0
0.454,1.1,4944.78
0.238,1.2235,4855.0
1.212,1.1481,5037.0
0.932,1.1998,4906.67
0.859,1.1057,5014.99
0.53,1.204,4917.5
1.694,0.9803,5286.0
0.513,1.2956,4941.15
0.363,1.2564,4850.06
0.351,1.3547,4933.75
1.59,1.2374,4953.5
0.544,1.3499,4928.46
0.239,1.4264,4458.07
1.108,1.3157,4726.58
0.475,1.4113,4467.87
0.568,1.1776,4871.09
0.134,1.5408,4362.0
0.266,1.1987,5224.31
2.011,1.5331,4510.27
0.158,1.6263,4288.0
0.076,2.0239,3735.0
0.115,1.8366,3923.75
0.633,1.4476,4421.19
0.106,1.7642,4063.92
1.221,1.329,4835.42
0.425,1.3681,4792.25
0.711,1.3749,4792.15
0.687,1.2946,4840.94
0.094,1.7184,4280.0
0.249,1.4774,4625.0
2.419,1.3478,4905.0
1.123,1.315,4888.33
0.475,1.3128,4879.56
1.922,1.2687,4879.5
46.157,1.5282,4352.78
0.517,1.509,4346.0
0.504,1.2492,4812.22
0.208,1.8306,3912.5
0.326,1.3551,4967.0
4.07,1.6196,4293.75
1.195,1.2227,4847.42
0.03,2.4987,3335.5
0.573,1.3637,5007.67
0.229,1.2979,5038.0
1.111,1.1784,4888.67
0.073,1.9237,3919.0
33.973,1.7687,4069.42
0.115,1.928,3974.85
0.334,1.4942,4428.92
0.254,1.6859,4231.5
0.127,1.6174,4447.4
0.301,1.6252,4398.46
0.219,1.9442,3828.0
0.268,1.5955,4305.0
1.426,1.6067,4314.0
0.102,1.9333,3828.0
50.374,1.8462,4170.64
1.135,1.1641,4912.0
0.47,1.5129,4474.0
0.696,1.1308,4965.0
1.575,1.2309,4981.33
0.607,1.3786,4776.0
0.101,1.5747,4355.5
0.446,1.4341,4490.15
0.255,1.4229,4451.23
189.083,1.7423,4109.23
0.323,1.4606,4427.6
2.324,1.0904,5038.79
1.272,1.0338,5131.0
0.291,1.6922,4248.33
0.357,1.541,4556.04
0.107,1.9446,3828.0
0.146,1.9209,3823.97
0.274,1.1896,4947.0
1.152,1.3891,4570.0
0.232,1.5898,4394.0
0.118,1.6895,4240.0
0.378,1.3611,4828.03
0.222,1.5032,4457.0
0.126,1.4979,4366.75
0.421,1.428,4464.52
0.405,1.3662,4907.42
0.087,1.9436,3876.5
1.465,1.3115,4937.28
0.092,1.7473,4060.5
0.175,1.4742,4479.0
2.997,1.201,4882.0
1.049,1.2321,4913.24
0.052,2.0027,3854.53
0.243,1.6042,4340.5
0.264,1.2627,4862.0
0.112,1.8552,3942.53
0.874,1.3519,4604.46
0.188,1.4993,4435.0
1.961,1.1353,4951.02
21.437,1.599,4207.33
0.305,1.3329,4776.51
0.857,1.2784,4791.76
0.581,1.0104,5315.5
0.155,1.6133,4262.0
0.57,1.1562,4837.4
0.389,1.4546,4600.31
0.151,1.8189,3948.5
0.566,1.3481,4957.63
0.205,1.4523,4462.4
0.415,1.4135,4434.33
1.99,1.1726,4915.0
0.095,1.8539,4175.91
0.501,1.2546,4853.75
0.105,1.7053,4123.81
1.064,1.2308,4866.67
0.357,1.3095,4845.21
0.148,1.2724,4965.5
0.464,1.3794,4589.69
0.126,2.1684,3585.5
0.153,1.9422,3848.5
2.669,1.0953,4923.41
0.555,1.1623,4930.0
1.369,1.0958,5025.49
0.411,1.3284,4738.17
0.262,1.4722,4483.0
0.148,1.8641,3911.25
0.513,1.2823,4987.67
2.128,0.847,5795.75
0.213,1.5342,4382.0
0.854,1.1759,4891.45
0.224,1.4808,4569.25
1.194,1.0934,5031.05
1.728,1.023,5281.92
1.48,1.1504,4996.55
0.087,2.0632,3904.76
0.12,1.84,4213.94
0.251,1.3124,4883.73
0.338,1.4037,4576.94
0.192,1.5312,4335.46
0.892,1.2173,4847.71
0.102,1.7533,3966.5
0.364,1.0559,5192.38
0.566,0.9736,5328.48
0.857,0.7653,5783.6
1.973,1.1611,4896.9
0.977,1.1649,4938.25
0.272,1.3548,4969.0
0.31,1.3263,4786.25
1.736,0.9767,5366.0
0.275,1.0686,5029.73
1.135,1.1189,4974.0
1.677,1.1772,4918.0
0.091,1.8216,3928.0
0.583,1.3237,4841.5
1.591,1.5982,4314.0
1.652,1.2088,4922.85
1.416,1.0817,4996.69
1.591,1.168,4908.5
0.98,1.1843,4865.43
2.411,1.0765,5044.2
0.278,1.319,4950.22
0.946,1.0495,5148.59
0.417,1.1939,4882.15
0.217,1.2648,5014.0
0.175,1.6688,4297.33
0.259,1.3212,4955.33
0.364,1.23,4890.0
0.216,1.6206,4390.0
0.26,1.377,4791.0
0.358,1.5243,4527.25
1.31,1.1539,4969.5
0.267,1.1865,4924.0
0.277,1.3561,4803.3
0.372,1.3153,4786.25
0.56,1.2418,4871.0
1.077,1.1846,4899.75
0.686,1.0939,5012.11
1.462,1.098,4948.21
0.289,1.4119,4480.72
0.473,1.233,4921.81
1.251,1.1929,4911.79
1.31,1.0656,5305.28
3.561,1.0261,5218.0
0.415,1.1908,5001.33
2.296,1.1024,4906.33
0.115,1.6229,4371.67
1.013,1.0373,5218.87
88.155,1.5282,4326.58
0.756,1.1738,4934.75
0.138,1.4706,4398.95
0.539,1.1297,4962.0
39.73,1.3541,4951.5
0.514,1.1001,5058.88
0.575,1.1453,4872.62
1.378,1.1528,4969.5
0.37,1.2743,4856.75
0.676,1.0155,5172.65
0.382,1.2457,5022.0
0.136,1.7174,4358.26
0.99,0.9423,5292.0
0.237,1.4562,4443.63
0.394,1.1503,4937.2
0.907,1.0199,5221.23
0.267,1.3303,5025.33
0.203,1.1981,4866.67
1.054,0.993,5300.0
0.28,1.3528,4931.0
0.529,1.0645,5125.38
0.189,1.8632,3905.0
0.736,1.2341,5007.58
0.253,1.3843,4908.0
0.1,1.6177,4278.33
0.802,1.0074,5294.5
0.105,1.8437,3910.0
0.376,1.3542,4859.83
0.777,1.1185,4975.0
0.458,1.0673,5060.75
2.002,0.9826,5126.52
0.529,1.3789,4598.0
0.828,1.1065,5060.85
3.78,1.1471,4968.05
2.613,1.029,5129.13
0.873,1.0421,5200.0
0.061,1.9563,3866.5
0.144,1.54,4260.79
0.343,1.2628,5001.0
0.933,1.1548,4934.33
1.413,1.1544,4914.0
0.108,1.609,4390.92
0.917,1.0701,5083.73
0.198,1.7565,4002.92
0.5,1.185,4898.93
1.749,1.1247,4975.17
0.977,1.1158,4930.92
3.611,1.1743,4901.0
0.184,1.3554,4952.67
0.271,1.3854,4656.93
0.078,2.038,3688.0
1.767,1.1014,5000.75
0.104,1.8169,3919.67
0.3,1.4114,4418.53
0.886,1.0791,5020.98
0.9,0.9409,5253.25
0.124,1.6886,4255.0
0.817,1.0439,5191.67
0.158,1.5392,4445.71
0.591,1.1612,4952.05
1.235,0.8414,5762.0
0.481,1.1106,5009.0
2.563,1.0223,5335.75
2.461,1.0662,5167.19
0.788,0.9053,5551.0
1.712,1.2905,5047.0
0.486,1.1765,4890.0
0.585,1.1221,4880.0
0.385,1.4268,4451.31
0.505,1.3569,4777.0
1.201,0.9889,5179.23
318.516,1.6705,4241.0
0.89,1.0261,5218.0
0.121,1.6119,4261.0
0.648,0.9928,5276.42
6.199,1.3993,4643.16
0.071,2.0378,3714.67
0.43,1.1901,4875.0
1.868,0.9723,5299.22
0.333,1.2154,4898.11
0.333,1.4617,4418.94
3.897,1.2426,5017.33
0.601,1.0845,4998.91
0.789,1.0964,5029.71
0.134,1.4224,4817.67
1.389,1.0298,5160.67
0.835,1.1705,4927.15
0.094,1.7771,4138.0
0.178,1.3969,4920.02
1.112,1.0429,5210.62
0.497,1.1221,5032.05
0.879,1.1557,4970.69
2.49,1.105,4971.14
0.66,1.2768,5027.0
8.363,1.2866,5108.5
0.132,1.661,4323.33
0.434,1.1162,4904.2
0.953,1.0644,5041.0
2.275,1.0206,5092.0
0.101,1.7613,4074.5
0.176,1.6544,4294.75
0.217,1.3622,4980.92
1.223,1.0433,5133.81
533.744,1.9106,4047.0
0.032,2.5285,3414.0
3.584,0.9775,5344.33
0.102,1.6522,4123.0
66.341,1.6102,4226.14
2.184,0.8443,5539.67
0.053,2.1206,3880.76
0.107,1.8762,3852.33
2.003,0.9593,5332.0
2.878,1.0134,5299.59
3.637,1.0347,4998.06
2.007,1.07,5469.29
5.081,1.0581,5551.39
0.3,1.6014,4253.69
2.196,0.9456,5355.0
0.406,1.3226,4776.06
0.37,1.5393,4351.66
0.512,1.4417,4614.67
0.563,1.1055,5015.36
0.982,1.0846,5013.24
0.274,1.3415,4877.13
4.448,1.2653,4877.2
0.052,2.141,3612.0
0.226,1.3875,4552.37
0.262,1.4305,4568.92
2.472,0.8487,5952.0
0.314,1.1758,4988.5
142.042,1.9973,4026.18
0.129,1.5909,4345.0
0.273,1.3029,5091.75
1.398,0.9595,5354.0
0.184,1.5672,4324.67
0.125,1.9389,4001.64
0.492,1.1577,4892.25
0.283,1.288,5063.5
0.062,2.2507,3566.0
3.586,0.7589,5954.5
4.585,0.8425,5760.0
2.559,1.0154,5325.41
0.261,1.2777,4825.31
0.816,1.1833,4856.0
0.224,1.3654,4839.37
0.107,1.5448,4310.89
0.151,1.5925,4488.0
0.456,1.0935,4994.02
3.158,0.9149,5436.0
0.55,1.148,4830.89
4.969,1.3871,4566.86
0.813,1.1734,4903.1
0.091,2.2137,3574.0
0.238,1.3295,4808.46
2.232,0.7951,5790.83
0.093,1.926,3927.37
0.139,1.5987,4281.0
1.219,1.0494,6216.41
0.264,1.1877,4868.67
0.284,1.1757,4960.5
0.383,1.2984,4932.68
1.256,1.0087,5149.41
0.222,1.709,4086.64
0.066,1.9592,3892.0
1.372,0.855,5591.25
0.145,1.6083,4282.0
0.613,1.0449,5230.3
0.881,1.0586,5149.17
0.31,1.7502,3977.83
0.373,1.3923,4562.66
0.055,2.5225,3518.0
51.039,1.4718,4611.6
5.778,1.3538,4748.4
56.637,1.3964,4865.0
32.38,1.3488,4723.5
4.018,1.0187,5127.32
0.255,1.2284,4981.93
0.663,1.0135,5298.0
3.568,0.8128,5742.33
0.299,1.2895,4919.0
0.418,1.084,5044.48
0.042,2.4137,3417.0
0.244,1.543,4357.0
2.559,1.0201,5344.72
2.184,0.9522,5370.0
0.9,1.0892,4999.0
0.048,2.2125,3637.0
3.912,1.096,4999.36
0.122,1.9566,3864.73
2.309,1.2436,4929.5
0.301,1.2864,4921.19
0.72,1.1582,4946.69
0.178,1.5766,4262.49
1.326,1.0365,5093.0
0.077,2.3018,3511.0
3.264,1.2371,5114.0
0.159,1.9181,3850.0
0.556,1.14,4986.0
2.958,1.0075,5245.25
0.905,1.1779,4926.67
0.533,1.1088,5082.16
0.219,1.5589,4332.5
0.225,1.5841,4393.0
0.107,1.6278,4412.94
0.182,1.3852,4786.54
2.095,1.1753,4932.5
0.243,1.44,4579.84
0.119,1.9591,3775.5
0.275,1.4311,4450.5
1.583,0.9647,5351.0
0.245,1.358,4955.33
0.174,1.2745,5021.5
0.097,1.6597,4292.5
0.116,1.7055,4175.28
8.845,1.2739,4845.26
0.146,1.4893,4447.58
1.059,0.965,5425.4
0.058,1.8288,3928.0
0.353,1.1868,4951.83
0.127,1.5083,4339.67
1.372,0.9871,5334.5
1.524,0.8794,5657.77
0.73,1.148,4964.0
0.441,1.26,4832.62
0.519,1.2332,4908.0
0.302,1.3269,4878.58
0.211,1.404,4507.35
0.191,1.413,4468.46
0.055,2.1873,3779.27
1.229,0.9862,5276.42
0.08,2.1076,3666.7
0.359,1.2539,4891.48
0.457,1.2429,5040.98
1.162,0.9112,5474.0
0.124,1.6954,4228.65
3.193,1.0081,5324.0
0.226,1.4963,4391.61
0.098,1.9054,3808.44
1.164,0.9511,5398.5
0.197,1.0163,5233.3
0.085,1.7782,4111.31
1.069,1.0054,5325.31
1.409,1.0267,5320.75
0.135,1.8251,4133.87
0.276,1.2,4915.95
0.122,1.6491,4244.0
0.406,1.5498,4328.0
44.696,1.5338,4416.66
0.896,1.0483,5194.0
2.44,0.8022,5848.5
0.764,1.0881,5040.13
0.469,1.1181,4928.61
13.018,0.8148,5723.5
0.667,0.9725,5324.0
0.095,2.1048,3645.13
0.074,1.9374,3821.5
2.543,1.1885,4926.33
0.548,1.2657,5018.25
0.152,1.4796,4817.48
0.038,2.4336,3410.0
41.158,1.469,4449.9
4.403,1.3065,4992.0
0.126,1.4189,4427.11
0.16,1.5045,4410.5
1.6,0.9946,5128.68
0.431,1.2052,5021.5
1.126,0.9641,5384.0
0.552,1.0894,4945.85
0.158,1.3837,4658.12
0.235,1.5304,4314.65
0.532,1.1344,4961.0
1.0,0.9725,5316.0
2.049,1.0752,5265.85
0.526,1.0397,5096.33
5.805,1.2177,4871.0
0.039,2.2894,3505.0
3.38,0.9144,5339.0
0.204,1.5825,4363.0
0.164,1.496,4369.12
0.636,0.968,5349.0
0.962,1.0166,5159.87
0.076,1.8331,4157.42
0.522,1.0831,5027.33
2.548,0.9571,5381.0
201.388,1.8077,4092.99
0.238,1.3362,4772.19
1.782,0.8987,5555.08
3.958,1.1766,4895.5
0.35,1.1846,4887.67
0.376,1.1591,4927.0
0.636,1.1324,4967.5
1.048,0.9927,5339.0
3.517,0.7411,6172.7
1.31,0.9856,5142.21
0.182,1.3415,4760.12
0.467,1.152,5058.5
0.287,1.0957,5023.78
0.103,1.8603,3896.19
0.07,1.8592,3945.0
0.066,2.0793,3682.0
0.058,2.2119,3601.33
0.181,1.9234,3823.0
0.342,1.114,4989.33
0.615,1.0074,5194.5
0.122,1.6567,4261.25
0.101,1.811,4186.94
0.179,1.6686,4178.27
0.828,1.0387,5063.84
1.349,1.0383,5078.33
0.546,1.067,5041.0
1.763,0.8837,5675.0
0.648,1.0582,5100.06
0.233,1.3174,4821.14
0.18,1.4681,4499.86
0.169,1.5326,4351.66
0.295,1.4623,4442.29
1.069,1.0046,5255.25
0.357,1.2814,4857.56
2.157,0.8365,5782.67
0.372,1.1344,4974.24
0.566,1.0619,5123.23
0.331,1.245,4947.13
56.862,1.4465,4502.88
0.274,1.2273,4855.0
1.359,0.9982,5358.5
1.058,1.0733,5077.0
0.066,2.0359,4066.13
0.234,1.3496,4713.26
0.087,1.6926,4271.52
0.127,1.8971,4125.64
1.272,1.0409,5229.48
0.566,1.1614,4907.52
0.147,1.5535,4332.33
159.247,1.6408,4500.9
1.27,0.9708,5324.0
0.536,1.1691,4930.53
0.117,1.7058,4023.23
0.039,2.3222,3550.46
0.094,1.7225,4134.97
0.202,1.7774,4181.3
0.252,1.3382,4683.42
1.014,0.9766,5361.5
0.07,2.0776,3618.0
0.161,1.4864,4476.0
0.119,1.6392,4321.33
3.015,1.0259,5251.9
0.891,1.0219,5349.59
0.299,1.1563,4929.33
0.468,1.1109,4975.0
0.517,1.1595,4906.0
0.107,2.2313,3557.0
37.721,1.4342,4536.67
0.248,1.4237,4700.63
3.16,1.0595,5096.33
0.037,2.5822,3463.48
0.677,1.3931,4759.56
1.058,1.0866,5033.49
0.468,1.0699,5083.29
0.416,1.2374,4777.0
0.089,1.8664,3903.33
3.406,0.885,5632.97
6.175,1.2622,5037.0
0.132,1.7254,4022.82
0.113,1.7107,4246.67
0.072,2.0797,3827.2
1.913,0.979,5346.5
0.131,1.5012,4446.82
0.115,2.4129,3389.0
0.334,1.2194,4894.33
0.088,1.9435,3732.25
1.895,1.2267,4941.71
0.837,1.0356,5040.02
2.147,1.0359,5192.2
0.166,1.2675,4852.0
2.516,1.3957,4529.0
0.254,1.5203,4352.67
0.649,1.1082,4988.75
1.503,1.1517,4968.0
2.74,0.8577,5766.0
0.386,1.2459,4882.47
32.769,1.4078,4907.17
0.37,1.0791,5001.95
1.139,1.0505,5100.06
0.386,1.2598,4836.94
4.498,1.0513,5109.0
11.2,1.4168,4613.0
0.137,1.6358,4793.5
0.474,1.2074,4883.34
2.642,0.8764,5901.5
0.561,1.1929,4881.08
0.119,1.5755,4299.87
0.378,1.2231,4954.5
0.176,1.6939,4256.0
0.259,1.3758,4700.67
0.253,1.5035,4449.83
1.871,0.8278,5818.0
0.241,1.2417,4938.75
1.011,0.9647,5367.0
1.822,1.0138,5339.75
0.565,1.1927,4910.25
0.325,1.1435,4951.75
0.623,1.1908,4861.03
0.113,1.8736,3962.67
1.496,1.0577,5093.0
